text,label,make,model,modelYear,crash,fire,numberOfInjuries,numberOfDeaths,n_words
the contact owns a 2017 ford explorer the contact stated that while the vehicle was outside in the rain the contact noticed a moldy and musty odor inside the vehicle the contact noticed that the trunk and spare tire compartment was wet the vehicle was taken to the local dealer where a water specialist diagnosed the vehicle and informed him that the passenger s side luggage pillar rack was cracked the mechanic added sealant to the pillars the vehicle was repaired the manufacturer was contacted and referred him to the nhtsa hotline the approximate failure mileage was 49 831,STRUCTURE,ford,EXPLORER,2017,False,False,0,0,99
the driver door makes a popping noise when opening and closing door now has problems closing and sometimes will not shut properly also the window is not going up and down as fast as it should both problems happened around the same time and are believed to be related,STRUCTURE,ford,ESCAPE,2020,False,False,0,0,49
double parked my vehicle in a busy urban retail commercial area in hoboken nj and left it running while i went into a store to pick something up quickly when i returned the car was gone it had backed itself up halfway down the block and turned into traffic crossed 2 lanes of traffic and smashed into a car parked on the other side of the road caused minor damage to the rear quarterpanel could have run someone over could have mowed down a bunch of kids who knows the electronic shifter in the jeep should have been in park but was actually in neutral impossible to tell with no tactile feedback all the gears feel the same to the touch,STRUCTURE,jeep,GRAND CHEROKEE,2014,True,False,0,0,121
above the windshield on the driver s side paint is progressively peeling away with regular operation of my pearl-white 2017 kia sorento what began as a very small and barely noticeable chip in the paint has progressed to a large paint-less spot on the hood and surrounding areas paint chips are appearing as well according to the auto body repair shop i received an estimate from this is referred to as delamination and is a result of poor quality paint or craftsmanship in the manufacturing process the auto body shop said this is a recurring issue in white kia sorentos specifically many other owners of white kia sorentos have reported this same issue,STRUCTURE,kia,SORENTO,2017,False,False,0,0,113
the contact owns a 2020 toyota highlander the contact stated while driving at approximately 65 mph the front lower bumper cover detached from the vehicle causing debris to scatter onto the highway while the damaged bumper cover was dragged underneath the vehicle during the failure the vehicle sustained excessive front-end damage and damages to the undercarriage and fender liners the vehicle was taken to the local dealer who confirmed that the failure was related to nhtsa campaign number 23v720000 structure the contact stated that the vehicle had experienced the failure listed in the recall the vehicle was not yet repaired the manufacturer was notified of the failure the failure mileage was 51 260,STRUCTURE,toyota,HIGHLANDER,2020,False,False,0,0,113
i have noticed that the paint on my honda civic 2017 is flaking and peeling off the issue is most apparent on the side of the rear view glass and near the right-side tail light which seems to be worsening over time it was my sister s car before she gave it to me she took care of it before she passed away and now i ll continue to take good care of her car and have not had any repainting or significant damage in the affected areas that i know of this seems to be an issue with the paint adhering properly and i am concerned about further damage including potential rust which i m starting to notice i kindly request that honda evaluate this as a possible manufacturing defect and let me know if it can be addressed under warranty attached are photos of the affected areas for your review please let me know the next steps to resolve this issue,STRUCTURE,honda,CIVIC,2017,False,False,0,0,163
the rear driver side door will not open from the inside or outside huge safety concern in case of accident - and also just everyday use problem the passenger side door latch will not open from the outside it will open from the inside,STRUCTURE,hyundai,ELANTRA,2017,False,False,0,0,44
the contact owns a 2014 ford focus while the vehicle was parked and/or being driven in the rain water would flood the cabin the dealer replaced the door insulation however the issue recurred continuously the manufacturer was notified the vehicle was not repaired the approximate failure mileage was 25 000 updated 01/10/2017 consumer stated he was told weather stripping had failed and was repaired updated 7/9/18,STRUCTURE,ford,FOCUS,2014,False,False,0,0,66
front windshield cowl is made or substandard materials and is cracking you do a google search or youtube search and you will see that many are having this exact issue it is a safety hazard if the cowl breaks it can surprise or cover the windshield of the driver that can result in injury or death,STRUCTURE,ford,EXPLORER,2017,False,False,0,0,56
the contact owns a 2020 ford escape the contact stated that the vehicle was taken to a local dealer for nhtsa campaign number 26v123000 back over prevention the dealer performed the software reprogramming however a week after the recall repair the display screen and rearview camera shut off again additionally a piece of interior ceiling trim fell and struck the contact s arm resulting in a minor injury the local dealer was contacted but the vehicle was not repaired due to the dealer s request for a diagnostic fee for the recall remedy inadequacy the contact mentioned that the check engine warning light was illuminated the vehicle was taken to the same dealer where it was informed that the vehicle needed an unknown oil the vehicle was repaired but the check engine light continued to be illuminated the manufacturer was made aware of the failure the failure mileage was 82 000,STRUCTURE,ford,ESCAPE HEV,2020,False,False,1,0,151
my vehicle was parked and locked i unlocked the door with the remote key and after pulling the exterior driver side door handle to open the door the plastic piece surrounding the area where a key may be inserted broke off and the handle itself remained pulled away from the car and the door could not be opened from the outside i am now only able to open the driver side door using the inner handle after climbing across the passenger seat inside the car,STRUCTURE,hyundai,ELANTRA,2017,False,False,0,0,85
the rear door handle fell off as i went to open it this is also the side that my 5-year-old daughter sits on if there were an accident and the door handle just fell off it could be devestating,STRUCTURE,kia,SORENTO,2017,False,False,0,0,39
the contact owns a 2017 ford explorer the contact received notification of nhtsa campaign number 24v031000 structure however the part to do the recall repair was not yet available the contact stated that moisture was leaking inside the vehicle from the front passenger s side a-pillar trim the contact s boyfriend attempted to tape the a-pillar trim where the moisture was entering the vehicle however moisture continued entering the vehicle recently the contact stated that while driving 70 mph the driver s side a-pillar trim detached from the vehicle into the grass the local dealer was made aware of the issue and placed the contact on a waiting list the dealer stated that only a limited amount of parts were being received from the manufacturer the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was made aware of the issue the failure mileage was approximately 90 000 vin tool confirms parts not available,STRUCTURE,ford,EXPLORER,2017,False,False,0,0,163
the contact owns a 2014 ford explorer the contact received notification of nhtsa campaign number 24v031000 structure however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure vin tool confirms parts not available,STRUCTURE,ford,EXPLORER,2014,False,False,0,0,73
the contact owns a 2014 jeep cherokee the contact stated that while the vehicle was parked a leak was seen coming from the tailgate the contact made a local dealer aware of the failure however she was informed the dealer was unable to service the vehicle the vehicle was taken to an independent mechanic where it was diagnosed that the power liftgate control module and headliner needed to be replaced the vehicle was not repaired the contact was made aware of nhtsa campaign number 15v393000 structure the manufacturer was made aware of the failure and informed the contact that the vehicle was previously repaired under the recall and advised the contact to file a complaint with the nhtsa hotline the approximate failure mileage was 88 000,STRUCTURE,jeep,CHEROKEE,2014,False,False,0,0,126
a large portion of paint on the a pillar bubbled and came off paint is chipping in other places,STRUCTURE,kia,SORENTO,2014,False,False,0,0,19
paint defects - paint peeling on the tailgate lift,STRUCTURE,honda,CR-V,2014,False,False,0,0,9
when opening the drivers door sometimes a noise comes from the rear of the vehicle it lasts about 1 to 2 seconds and sounds like a ratcheting noise the vehicle is parked it has been in service for two weeks and they can t duplicate the problem i took a video and showed to them with sound also last summer it was in service for a week with no results i saw a possible cause on the internet which was involving the fuel pump,STRUCTURE,ford,ESCAPE,2014,False,False,0,0,84
the contact owns a 2017 ford explorer the contact stated that the keyless entry outside the front driver s side door popped off without warning the contact also stated that the rear tailgate latch failed to operate the vehicle was taken to the dealer where the wiring of the keyless entry was repaired also repaired the rear tailgate latch additionally the contacts stated that the roof rail cover started to detach from the sunroof and water leaked through the sunroof the contact then received notification of the nhtsa campaign number 21v316000 structure the vehicle was not repaired the manufacturer was notified of the failure and the contact was informed to call the nhtsa hotline the failure mileage was 119 000,STRUCTURE,ford,EXPLORER,2017,False,False,0,0,120
side trim with door unlock pad on it detached and blew of into the wind and almost flew into a vehicle behind me when i was traveling down the interstate at about 70 mph the posted speed limit luckily it did not strike the driver behind me but it was to close for comfort they are put on the same way practically as the a trim that there already is a recall on,STRUCTURE,ford,EXPLORER,2017,False,False,0,0,73
tailgate not operational as one of the 5 latch assemblies doesn t know if rear doors are open or closed if truck has a bed cover it would be impossible to get rear doors open as access would be impossible without destroying the bed cover i ve owned a 2021 2020 with this problem covering many production years besides mine driving down the road the open swing gate indicator starts flashing buzzing constantly ram needs to step up accept responsibility for this design flaw,STRUCTURE,ram,1500,2020,False,False,0,0,84
the contact owns a 2014 ford explorer the contact stated that while driving 70 mph the front driver s side windshield a-pillar trim detached upon inspection of the vehicle the contact noticed that the front passenger s side windshield a-pillar trim had detached the contact received notification of nhtsa campaign number 24v031000 structure however the part to do the recall repair was not yet available an unknown local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was made aware of the failure the failure mileage was approximately 120 000 vin tool confirms parts not available,STRUCTURE,ford,EXPLORER,2014,False,False,0,0,109
my driver side door began to make a popping sound and was hard to open and shut now it feels like the door will fall off or open while driving and has caused the window to no longer roll down the ford dealership bob tomes has acknowledged the problem and the same problem with other same year models but will not take care of the issue unless i pay full price out of pocket,STRUCTURE,ford,ESCAPE,2020,False,False,0,0,74
the contact owns a 2007 toyota rav4 the contact stated that while attempting to open the trunk the hydraulic cylinder fractured the vehicle was taken to the dealer where it was diagnosed that the hydraulic cylinder needed to be repaired the vehicle was not repaired the vehicle was taken to an independent mechanic who confirmed the diagnostic result the vehicle was being repaired the manufacturer was notified of the failure and informed the contact that there was no warranty on the part the approximate failure mileage was 100 000,STRUCTURE,toyota,RAV4,2017,False,False,0,0,89
the contact owns a 2014 jeep wrangler while the brake pedal was depressed the engine stalled without warning the vehicle restarted but the failure recurred numerous times the dealer could not duplicate the failure the vehicle was not repaired the manufacturer was made aware of the failure the failure mileage was approximately 9 000,ELECTRICAL SYSTEM,jeep,WRANGLER,2014,False,False,0,0,54
i was driving in my 2017 toyota camry with 40 000 miles i was in the vehicle with my three children and we were going to get something to eat we were traveling on a 4 lane very busy street doing the speed limit of 30 mph when all of a sudden the car stopped with no warning or anything the whole system shut down i panicked because this almost caused a major accident my radio keeps rebooting and will not click off when i turn my left turn signal the car shuts down i am very disappointed in toyota and their treatment of my concerns i am afraid to drive the car because it is not safe to drive and puts me and my children in danger,ELECTRICAL SYSTEM,toyota,CAMRY,2017,False,False,0,0,128
i have been having a lot of problems with the backup camera on my vehicle for the past 2 years the backup warning beep sounds when there is nothing behind the car for the last year the camera sometimes shows inverted and at times it doesn t work at all this is a very important safety feature for me since i am unable to turn my head fully due to a neck injury i read an article a few days ago on reuters saying that ford escapes among others are being recalled because of these issues when do you expect a recall notice to be issued for my vehicle thank you for your time and assistance,ELECTRICAL SYSTEM,ford,ESCAPE,2014,False,False,0,0,116
driver door - one day without prior warning when opening or closing the door it makes a popping sound as if a hing of some sort is broken the door does not remain in an open position when getting in our out consequently the drive window only opens about 2 inches,ELECTRICAL SYSTEM,ford,ESCAPE,2020,False,False,0,0,51
the contact owns a 2020 ford explorer the contact stated while shifting into reverse the back over prevention screen failed to operate as designed additionally the vehicle would respond without the accelerator pedal being depressed the contact also stated that while driving 35 mph the forward collision avoidance warning system activated while there was no vehicle nearby the contact stated that the vehicle was sputtering there were no warning lights illuminated the vehicle was taken to the dealer and the technician informed the contact that the brake assist was unavailable the technician was unable to duplicate the failure with the forward collision avoidance system the vehicle was currently being repaired the manufacturer was notified of the failure the approximate failure mileage was 4 000,ELECTRICAL SYSTEM,ford,EXPLORER,2020,False,False,0,0,124
the contact owns a 2020 honda accord the contact stated while driving at 25 mph the front driver s side air bag the front passenger s side air bag and the knee air bags were deployed unintendedly additionally there was a significant amount of chemical smoke inside the vehicle there was no warning light illuminated the contact stated that she depressed the brake pedal to stop and exit the vehicle but the vehicle failed to respond the contact stated that the vehicle rolled for 30-40 seconds and stopped after hitting a bicycle pole the contact stated that the front passenger s side seat was occupied by an adult and the rear seats were occupied by an adult and a baby in the car seat when the failure occurred the passengers sustained body aches and ringing ears but did not seek medical assistance the contact stated that she parked the vehicle and then all the passengers and she exited the vehicle for a moment no police report was filed the contact then drove to the residence the vehicle was towed to the dealer to be diagnosed and repaired under warranty however the dealer informed the contact that they would not service the vehicle under warranty because they believed the air bags deployed due to an impact the dealer then towed the vehicle to an autobody repair shop the vehicle was not diagnosed or repaired the contact later received notification of nhtsa campaign number 24v064000 air bags which she related to the failure the manufacturer was notified of the failure and a case was opened but no assistance was provided the failure mileage was unknown,ELECTRICAL SYSTEM,honda,ACCORD,2020,True,False,4,0,273
my 2020 tesla model y long range/awd vehicle has 46 000 miles and can no longer recharge its battery engine with an approved charger l2 due to a commonly failed part inside the battery this part is called pcs power conversion system this device attached to the tesla battery is used to convert power from a charger which is ac household alternating current into dc direct current the battery can understand this error appeared for the first time on at this critical part has failed in thousands of tesla vehicles some multiple times easily verified by thousands of customer complaints online the pcs is not a consumable part - such as a tire wiper blades brake pads etc there is nothing the vehicle owner can do to prevent the pcs failure the cost to repair/replace the pcs part s is 3 000 and may fail again after replacement as required by tesla i scheduled a service appointment through their phone app and received an estimate of 280 00 to repair my vehicle on june 26 2025 at the irvine ca tesla service center 2801 barranca pkwy after diagnosis i was informed the cost to fix/repair the pcs part in my vehicle so that i could charge and drive it would be 3 000 the manager ryan sutherland 949 404-2989 further stated the repair would not be covered under my vehicle tesla warranty tesla battery or drive unit warranty that does not expire until i tried to contact tesla corporate for assistance at and did not receive a response but instead was contacted by service manager ryan sutherland via email confirming tesla s warranty position tesla is essentially the only service/repair resource available for these vehicles this repair is obviously due to a faulty/defective pcs or faulty design by tesla affecting thousands of vehicles and should covered under my vehicle warranty so that it can be driven information redacted pursuant to the freedom of information act foia 5 u s c 552 b 6,ELECTRICAL SYSTEM,tesla,MODEL Y,2020,False,False,0,0,333
the contact owns a 2014 tesla model s the contact stated that the vehicle was taken to an unknown dealer to have the passenger frontal air bag replaced under nhtsa campaign number 18v031000 air bags however the dealer was unable to perform the recall repair the contact was informed that the cmu software needed to be updated out of pocket prior to the air bag replacement the vehicle was not repaired the manufacturer was notified of the failure the approximate failure mileage was 13 900,ELECTRICAL SYSTEM,tesla,MODEL S,2014,False,False,0,0,85
the contact owns a 2014 chevrolet silverado 1500 the contact stated that while operating the vehicle the service trailer brake system message was constantly displayed the contact indicated that while the message was displayed the speedometer and instrument cluster gauges were inoperable the cause of the failure was not yet determined the local dealer was notified and a service appointment was scheduled the manufacturer was not yet notified of the failure the failure mileage was 69 000,ELECTRICAL SYSTEM,chevrolet,SILVERADO 1500,2014,False,False,0,0,77
upon check engine light illumination i took car to garage to have codes read they showed me what they believed to be the issue and said i should check with ford for recalls or compensation to have what is clearly a manufacturing defect fixed i googled my situation and was stunned to see how common a problem it is one example of this can be found at in my situation the wire harness has cut through from rubbing on the manifold and there is obvious corrosion to the wiring this causes sporadic loss of acceleration and has caused the engine to not start upon two occasions loss of acceleration when traveling can be extremely dangerous and accident causing and the cost to fix this manufacturing flaw seems dependent on how many wires are involved and if any circuits were actually fried and non-working as a result of the wiring issue i was quoted upwards of 1000 for the full wiring harness alone with no labor worse case scenario i am also unable to pass nys inspection until the issue is fixed and the codes are cleared i have spoken to a representative from ford and was informed that no programs are in place at this time to deal with this issue ford has obviously been aware of this flaw for several years now if i had been made aware of this issue it could have been easily corrected before it became destructive and dangerous and a major repair job i feel ignoring this issue is negligent on the part of ford,ELECTRICAL SYSTEM,ford,FOCUS,2014,False,False,0,0,261
the speedometer needle is a small red line which is invisible in either sunlight or with driver wearing sunglasses there is no way to see what my speed is especially a problem setting cruise control as i have to remove my glasses take my eyes off the road to see how fast i am going in order to set the cruise control this issue is well documented on kia sorento forums please request kia come up with a software update to change the color or intensity of the speedometer needle,ELECTRICAL SYSTEM,kia,SORENTO,2014,False,False,0,0,90
doors will not open have to pull the handle 5 or 6 times for the door to finally open the passenger door will not open at all from the outside you have to open it from the inside to let your passenger in the car the back door on driver side will not open from the inside or the outside only the driver side front door and back passenger door will open from the outside the other 2 doors either will not open at all or only from inside if we was just have an accident or if it was to catch fire with us inside they would have to break the windows or cut us out of the vehicle because none of the doors work properly the driver door you have to hit unlock and jerk the handle bout 5 or 6 times then it will open finally i ve took door panels off everything is hooked up and in working order so it s gta be a malfunction within the locks or something i can t figure what else it can be,ELECTRICAL SYSTEM,hyundai,ELANTRA,2017,False,False,0,0,184
every single light on the dash is turned on even though there s no problem and the speedometer meter doesn t move i got the issue fixed by an independent mechanic who said the computer only needed to be reset but the vw dealership insists that i still have a big issue that can effect the usage of my brakes airbags everything and wants to charge me 3500 for a non-problem since the sensors are all on i don t know when to fill up oil or gas and i won t be alerted if i have a flat tire or there s an issue with the engine they also mentioned that since the sensors are dead it may not deploy my airbag system i ve been told it s not worth fixing my car only has 49 537 miles and is in good condition this is absurd,ELECTRICAL SYSTEM,volkswagen,JETTA,2014,False,False,0,0,148
two issues severe problem - when driving at a rate of approximately 35mph today on a major city thoroughfare our 2017 hyundai santa fe 2 0t ultimate suffered a sudden and complete loss of power engine and all electrical systems including lighting after coming to a stop the vehicle was stranded in place until it was able to start up again many minutes later fortunately no one was physically harmed as the individual driving behind our vehicle was observant enough to identify the issue despite a lack of brake lights or hazards and stop in time no visible engine light or fault code was triggered less severe problem on a regular basis the vehicle suffers abrupt and sustained loss of power in merging situations especially when turning on city streets from a stop this seems to be from an overactive or otherwise ineffective traction control system/programming despite even planning for the possible loss of power this has still resulted in a number of near miss situations a warranty visit has been scheduled for these issue and we will gladly provide the results and/or other updates upon request we are however seriously considering selling the vehicle at a loss due to these two issues,ELECTRICAL SYSTEM,hyundai,SANTA FE,2017,False,False,0,0,203
1 3 days after purchasing the vehicle i wasn t sure but i could tell that something was wrong so i called my husband and told him while driving the car that something was wrong and he needs to notify the dealership 2 5 days after purchasing the vehicle i went into a grocery store when i came out the car was on/running all by itself 3 additional problems occurring on a daily basis with the vehicle which lets me know that it s electrical problems are as follows a the vehicle randomly turns on and off all by itself this is very hazardous b the headlights also randomly do not work while driving the car day or night which is very hazardous for both me and my clientele as i am a lyft driver c the interior lighting on the console and dashboard become dim or do not turn on at all day or night d while driving the vehicle it does not always accelerate properly which is very hazardous in traffic e the bluetooth system connects and disconnects itself randomly f the air and heating system randomly turn on and off without being touched g charging my phone in the vehicle is also challenging as it does not always work h bluetooth radio stereo system is continuously problematic volume randomly increases and decreases and turns on and off by itself even with the vehicle completely shut down i after locking the doors everything inside the car does not completely turn off interior lighting sometimes turns off and on separately and it can take up to 30 minutes for the dashboard lighting to go off j the instrument panel often makes some sort of sound/noise and the gear shifter dial will aluminate even though the car is off/completely shut down k while driving front windshield defogger will randomly turns on causing the windshield to fog up distorting vision which is very hazardous l dashboard vents emit an extreme amount of heat even though both heater and air conditioner are completely off,ELECTRICAL SYSTEM,ford,FUSION,2017,False,False,0,0,342
i leased my se fusion oct 2014 about 6 months later i noticed that all of my inside electronis would fail i would lose radio air heat seat power windows door locks only things that would work were engine headlights and windsheild wipers the car was taken into ford and they saw the diagnostic code and called manufacturer to see how to fix about 4 months later it happened again this time ford had my car for a week and replaced wires and fuses and we felt this time is was fixed and wouldn t have anymore issues well today may 22nd on my 25 minute drive into work it happened as i got onto highway about 10 minutes later reset before i could even get into work it went out again this time took about 20 minutes to reset and in that time was late to work because my window was down and could not leave it that way my car was nothing but a headache for ford the last time they had it and as they have tried to fix it we are still experiencing issues as i am now awaiting to hear what will be done with it now my biggest concern is if and when i loose power to even my engine as i am on the highway heading to or home from work,ELECTRICAL SYSTEM,ford,FUSION,2014,False,False,0,0,228
you can not open the rear doors by the handles inside or out sometime they will open if you wiggle the outside handle alot of time the inside acts like the child safety lock is on the child safety not on if an emergency happens the people sitting in the rear can not get out this started in 2020 on driver passenger first as of today 3/30/2021 the rear passenger will not open at all,ELECTRICAL SYSTEM,hyundai,ELANTRA,2017,False,False,0,0,75
the service shifter light keeps going on then off i have taken it in and had it fixed and it happens again looks like a lot of people are having this issue,ELECTRICAL SYSTEM,jeep,CHEROKEE,2017,False,False,0,0,32
unknown headlights will dim/flicker making it harder to see at night and digital display on dashboard will go completely off causing driver to not be able to see current speed fuel gauge etc,ELECTRICAL SYSTEM,jeep,CHEROKEE,2014,False,False,0,0,33
on three occasions my car would not start after the second time it failed i brought it in hyundai service department could not find anything wrong with it after hooking it up to the machine no codes showed on the system check they said they checked the battery they said it could be the brake sensor which was changed from a recall so they said i have a new one they would just adjust it and hopefully would fix the problem three days later on a saturday morning the car would not start again i brought it back in they kept my car from 06/20 - 06/30 and could not find or reproduce the same problem updated 09/17/15 updated 11/07/2017,ELECTRICAL SYSTEM,hyundai,SONATA,2014,False,False,0,0,120
i am on my 4th battery in 4 years the battery goes dead very quickly and the service department can t tell me why there also seem to be other random electrical issues that go crazy at random times the cruise control when trying to set the speed higher will go lower the windows will occasionally not roll all the way up,ELECTRICAL SYSTEM,subaru,OUTBACK,2017,False,False,0,0,62
electrical issue on vehicle says that vehicles safety features are unavailable and all the light indications on the dash are lit up it was taken to the dealership several times but the issue still hasn t been resolved,ELECTRICAL SYSTEM,toyota,COROLLA,2020,False,False,0,0,38
while driving on the freeway the exterior b-pillar became partially detached from the drivers side of vehicle causing the pillar to hang off the side very unsafe as it can strike another vehicle or pedestrian part is now being held on by duct tape so it stays in place the b-pillar part is attached to the electronic key number pad since this part was detached the dome lights inside of the vehicle stay illuminated for 10 mins after exiting when entering the vehicle and turning it on to drive the dome lights will not turn off until a speed of 5-10 mph is reached i have noticed abnormal car battery drainage because of these events additionally the rear lift-gate no longer functions since the b-pillar detachment unable to open rear lift-gate at all unable to use the electronic keypad spoke to the dealership at least 10 times now and the same reason is given we have not received the parts they have stated that the parts were ordered for my vehicle in november of 2025 it is now the end of april 2026 notice of this recall was 5-23-2025,ELECTRICAL SYSTEM,ford,EXPLORER,2017,False,False,0,0,189
the contact owns a 2014 nissan rogue the contact received notification of nhtsa campaign number 22v024000 electrical system however the part to do the recall repair was not yet available the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the dealer was made aware of the issue and confirmed that parts were not yet available the manufacturer was made aware of the issue the contact had not experienced a failure vin tool confirms parts not available,ELECTRICAL SYSTEM,nissan,ROGUE,2014,False,False,0,0,84
i drove my outback for 10 minutes i stopped to run an errand that took 30 minutes i then tried to start the car and it wouldn t start all the lights on the dash turned on i then tried several more times it still would not start then i waited several minutes and it started i drove it home i have since tried to start it several times and it has started the car has slightly less than 20k miles on it this has never happened before it was a very hot day - nearly 100 degrees and i was quite panicky that it would not start i was worried i would be stranded there was never any indication before that something like this might happen i am going to call the dealership tomorrow,ELECTRICAL SYSTEM,subaru,OUTBACK,2017,False,False,0,0,135
had electrical issues with the odyssey shortly after crossing 2k miles the vehicle does not start reliably called honda roadside assistance multiple times to jump start the vehicle brought the vehicle into the dealership to preform nhtsa recall number 20v-066 on friday march 27th and have them inspect the issue starting the vehicle the battery was charged by the dealership and on saturday march 28th the vehicle continued to not start when roadside assistance showed up on saturday the battery was checked and it was not an issue the vehicle will be brought back to the dealership on monday,ELECTRICAL SYSTEM,honda,ODYSSEY,2020,False,False,0,0,99
first time speedometer reading 0 while driving second time while driving down hwy all error lights on dash came on i have 10 or so photos of the incident speedometer read 0 going upward of 50 mph power steering was going in and out and vehicle was very difficult to control this is a huge issue being in colorado took to dealer and they found nothing freedom honda co springs co now its the 3rd time a repeat of the second time every indicator error light illuminating no speedometer and power steering intermittent again this is going to cause an accident i am dropping the vehicle off friday 9/8/2017 for diagnosis,ELECTRICAL SYSTEM,honda,CIVIC,2017,False,False,0,0,111
27 fuse 20amp micro fuse melted and failed engine cranks but will not turn over this is a known issue among f150 owners this could be a potential safety and fire hazard as the fuse is being overheated and fails scorch marks and melting are noted on the fuse vehicle was parked fire could result,ELECTRICAL SYSTEM,ford,F-150 REGULAR CAB,2014,False,False,0,0,55
on 9/15/2022 around 12 15pm right before exit 180 on i40 east at bermuda run nc 801 in north carolina during moderate to heavy rain our tesla model y hydroplaned and spun twice doing two full 360 spins from the left most interstate lane and ending up in the right shoulder fortunately we made no contact with anyone and nothing was damaged and no one was hurt we believe the car started to hydroplane causing me to let go the accelerator this caused the tesla regenerative braking to kick in and made matters worse and caused the car to spin popular wisdom seems to be to tun off or reduce regenerative braking during rain or slippery conditions we did not know this tesla should do this automatically or provide an option to do this we think many people may not know this and this could get them to have a similar incident with more tragic results we were lucky but many others may not have been,SERVICE BRAKES,tesla,MODEL Y,2020,False,False,0,0,166
car does perfectly fine for two weeks then runs through radiator fluid and oil like it s crazy has not thrown a check engine light has had multiple maintenance is fixes we have literally almost had a severe accident because the car started to smoke and had the radiator cap almost explode off of it and it literally was driving on a normal speed going about 75 mph-80mph on the highway when suddenly it goes to a complete and utter 20 mph with her to the floor this car has been nothing but trouble it s been taken care of it s barely driven from our time of purchase and the amount of certified veteran kia mechanics all having no idea what s wrong because when they think they know what the fixlast but a week or two been paying for a rental car for almost a year now while still paying my payment on a kia that cuomo has no recall and almost killed my entire family on the i 40 in eastern north carolina in the dark as well when it was an icy stormy road that i just been cleared we could ve died and god knows what we could ve done to others the road was safe take it into multiple kia certified mechanics that your mechanics mom and pop mechanics two dealerships and nobody can figure out the problem this is the most disgusting thing that has ever happened to my family i have a car that has been sitting at a mechanic shop all over eastern north carolina forever year now or in my driveway that i just pay on and pay a mechanic bills for because nobody can figure out why it over he eats why the speed why i almost catches on fire and white and black system break or the brake system and speed system is completely haywire my family s or my wife dream vehicle is been our nightmare i have plenty of bills i can upload here the date below is the date that i ve been paying for to sit in my driveway and for it to be looked at mechanics for them to fix some thing and nothing be resolved,SERVICE BRAKES,kia,SORENTO,2014,False,False,0,0,373
i was driving with my wife as a passenger on a 4-lane highway 2 lanes in each direction traffic was light we were travelling at about 45mph in the right hand lane about 500-feet from an intersection when i signaled to change lanes into the left lane as i would be making a left turn at the intersection as we were midway into the lane change our automatic collision avoidance warning flashed up on the instrument panel beeped the alarm and immediately and unexpectedly applied the brakes the car behind us just missed plowing into the back of us because of the sudden braking for no reasons the weather was good and just a bit cloudy so weather had no bearing in this and there was no traffic or obstacles near or in front of us to cause a false collision impression on the sensors this has happened to us several times before and we did notify our honda dealer and they said that this happens sometimes especially in heavy rains when the sensors see a heavy rain area as an object on two prior occasions when this happened again in clear weather and no objects around we were almost struck by a vehicle behind us this is scarey and i am glad i pay close attention to my driving as if i did not this safety defect would kill us,SERVICE BRAKES,honda,CR-V,2017,False,False,0,0,231
the contact owned a 2017 ford fusion the contact stated that while driving at approximately 40 mph and depressing the brake pedal the vehicle failed to respond the vehicle hit a stop sign which flew and hit the passenger s side window of the vehicle the vehicle then hit a privacy fence and crashed into an electrical pole the air bags failed to respond the contact stated that she hit her chest against the steering wheel and hit the back of her head against the front driver s side seat headrest the contact s husband arrived at the scene and transported the contact to the residence the contact was later taken to the hospital where she was informed that she had sustained loss of 20 percent of her hearing loss of smell and taste and intermittent dizziness due to an internal fluid leak in the back of her head the contact was still receiving medical assistance a police report was filed the vehicle was towed and totaled the contact later received notification of nhtsa campaign number 23v162000 service brakes hydraulic which she related to the failure the dealer was not notified of the failure the manufacturer was notified of the failure but no assistance was provided the failure mileage was approximately 60 000,SERVICE BRAKES,ford,FUSION,2017,True,False,1,0,213
the contact owns a 2014 ford f-150 the contact received notification of nhtsa campaign number 16v345000 service brakes hydraulic however the part to do the repair was not yet available the contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure vin tool confirms parts not available,SERVICE BRAKES,ford,F-150 REGULAR CAB,2014,False,False,0,0,68
the break system failed the warning light for low brake fluid came on and immediately after that the breaking system would not function i pumped the brakes in an effort to get some petal but to no avail the petal went to the floor my speed was approx 45 i was successful in bring the vehicle to a stop with hard pressure on the petal and the use of the emergency brake i was within a mile of a mechanic and was able to slowly drive the vehicle to his shop for evaluation upon initial inspection the mechanic determined that the master cylinder had failed he advised that under no circumstances should the vehicle be driven i subsequently had the vehicle towed to a local ford dealership for evaluation i was informed that they would have to contact ford corporate for directions as how to proceed to date my vehicle is at the dealership with no word as how they plan to rectify the problem this is a serious issue i felt like my life was in great danger when this occurred this needs to be addressed by ford and the ntsb,SERVICE BRAKES,ford,F-150 REGULAR CAB,2014,False,False,0,0,192
we have owned the car for about 7 weeks on two separate occasions the automatic front collision braking system has activated although there were no obstacles in the roadway at the time on both occasions i was travelling at less than 25 mph going up hill,SERVICE BRAKES,nissan,SENTRA,2020,False,False,0,0,46
